investment_recommendation,reason_summary,data_confidence,red_flag_count,red_flag_reasons,fund_name,manager_name,vintage_year,vintage_age,sub_strategy,geography,irr_max,tvpi_max,dpi_max,irr_quality,tvpi_quality,dpi_quality,has_institutional_match,institutional_fund_name,institutional_trend_score,match_score,fund_id,strategy,lp_count,irr_min,tvpi_min,dpi_min,gross_asset_value_usd,final_close_size_usd,latest_as_of_date,lp_fund_id,lp_fund_name,lp_manager_name,lp_vintage_year,lp_sub_strategy,lp_geography,lp_irr_max,lp_tvpi_max,lp_dpi_max,canonical_fund_id,institutional_vintage_year,institutional_quarter_count,institutional_latest_quarter,institutional_latest_tvpi,institutional_latest_irr,institutional_tvpi_change_total
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Enhanced Equity Fund, L.P.",Enhanced,2006.0,20.0,buyout,north_america,0.0118,1.07,1.07,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,enhanced-equity-fund-l-p,private_equity,2,0.0118,1.07,1.07,100904237.0,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,Enterprise Ventures Growth Fund,Enterprise Ventures,,0.0,growth_equity,north_america,,1.56437,1.56138,Missing IRR,Acceptable TVPI,Good early DPI,False,,,,enterprise-ventures-growth-fund,private_equity,2,,1.56437,1.56138,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Good early DPI | No institutional match,Medium,0,,Enterprise Ventures Growth Fund II,Enterprise Ventures,,0.0,growth_equity,north_america,,1.22248,0.609375,Missing IRR,Weak TVPI,Good early DPI,False,,,,enterprise-ventures-growth-fund-ii,private_equity,2,,1.22248,0.609375,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,Environmental Technologies Fund II,Environmental Technologies,,0.0,buyout,global,,1.34578,0.437861,Missing IRR,Acceptable TVPI,Good early DPI,False,,,,environmental-technologies-fund-ii,private_equity,1,,1.34578,0.437861,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Eos Capital Partners III, L.P.",EOS,2004.0,22.0,buyout,global,0.05,1.22,1.21859,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,eos-capital-partners-iii,private_equity,3,0.05,1.22,1.21859,27888549.0,,2020-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Eos Capital Partners IV, L.P.",EOS,2007.0,19.0,buyout,global,0.051,1.1,1.09785,Weak IRR,Weak TVPI,Acceptable realized DPI,False,,,,eos-capital-partners-iv-l-p,private_equity,2,0.051,1.1,1.09785,61661342.0,,2020-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,Epic Fund III,Epic,,0.0,venture_capital,north_america,,0.96,0.0,Missing IRR,Weak TVPI,Too early for DPI,False,,,,fund-epic-fund-iii,private_equity,1,,0.96,0.0,11442593.0,,2025-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,Epic Fund III Slp,Epic,2024.0,2.0,venture_capital,north_america,,0.82,,Missing IRR,Weak TVPI,Missing DPI,False,,,,epic-fund-iii-slp,private_equity,1,,0.82,,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"EPIC Venture Fund IV, LLC",Epic,2011.0,15.0,venture_capital,north_america,0.1208,2.11,2.03,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,epic-venture-fund-iv-llc,private_equity,2,0.1208,2.11,2.03,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"EPIC Venture Fund V, L.P.",Epic,2018.0,8.0,venture_capital,north_america,0.1549,1.76,1.02,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,epic-venture-fund-v-l-p,private_equity,2,0.1549,1.76,1.02,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,"EPIC Ventures Fund VI, L.P.",Epic,2021.0,5.0,venture_capital,north_america,0.1339,1.36,0.00261538,Acceptable IRR,Acceptable TVPI,Weak DPI for age,False,,,,epic-ventures-fund-vi-l-p,private_equity,2,0.1339,1.36,0.00261538,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Weak IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,"EPIC Ventures Fund VII, L.P.",Epic,2025.0,1.0,venture_capital,north_america,-0.252,0.88,,Weak IRR,Weak TVPI,Missing DPI,False,,,,epic-ventures-fund-vii-l-p,private_equity,1,-0.252,0.88,,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,"Epiris Fund II, L.P.",Epiris,2018.0,8.0,buyout,europe,0.134,1.57,0.727558,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,epiris-fund-ii-l-p,private_equity,1,0.134,1.57,0.727558,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,EQMC Europe Development Capital Fund plc,EQMC Europe Development,2020.0,6.0,buyout,europe,-0.4,0.862765,,Weak IRR,Weak TVPI,Missing DPI,False,,,,eqmc-europe-development-capital-fund-plc,private_equity,1,-0.4,0.862765,,,,2024-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,EQT,EQT,2022.0,4.0,buyout,europe,,0.94,0.1269,Missing IRR,Weak TVPI,Too early for DPI,False,,,,eqt,private_equity,1,,0.94,0.1269,,,2024-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,EQT Co-Invest,,2022.0,4.0,buyout,europe,,1.13,0.0122,Missing IRR,Weak TVPI,Too early for DPI,False,,,,eqt-co-invest,private_equity,1,,1.13,0.0122,,,2024-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,EQT EXETER INDUS COREPLUS IV,EQT,,0.0,buyout,europe,,1.03,,Missing IRR,Weak TVPI,Missing DPI,False,,,,eqt-exeter-indus-coreplus-iv,private_equity,1,,1.03,,,,2024-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,EQT EXETER INDUST VALUE VI,EQT,,0.0,buyout,europe,,0.94,,Missing IRR,Weak TVPI,Missing DPI,False,,,,eqt-exeter-indust-value-vi,private_equity,1,,0.94,,,,2024-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,EQT Fund IX,EQT,2021.0,5.0,buyout,europe,,1.30653,0.193707,Missing IRR,Acceptable TVPI,Weak DPI for age,False,,,,eqt-fund-ix,private_equity,2,,1.30653,0.193707,,,2025-03-31,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Good TVPI | Low realization | No institutional match,Medium,0,,EQT Fund VIII,EQT,2018.0,8.0,buyout,europe,,1.90341,0.857623,Missing IRR,Good TVPI,Low realization,False,,,,eqt-fund-viii,private_equity,2,,1.90341,0.857623,,,2025-03-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,EQT Future Co-Invest,EQT,2023.0,3.0,buyout,europe,,1.33,1.3311,Missing IRR,Acceptable TVPI,Good early DPI,False,,,,eqt-future-co-invest,private_equity,1,,1.23,1.3311,,,2025-03-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Missing DPI | No institutional match,Medium,0,,EQT FUTURE I,EQT,,0.0,buyout,europe,,1.35,,Missing IRR,Acceptable TVPI,Missing DPI,False,,,,eqt-future-i,private_equity,1,,1.35,,,,2024-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,EQT FUTURE I CO INVEST,EQT,,0.0,buyout,europe,,1.19,,Missing IRR,Weak TVPI,Missing DPI,False,,,,eqt-future-i-co-invest,private_equity,1,,1.19,,,,2024-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,EQT IX,EQT,2020.0,6.0,buyout,europe,0.102,1.36,0.1879,Acceptable IRR,Acceptable TVPI,Weak DPI for age,False,,,,eqt-ix,private_equity,3,0.102,1.36,0.187435,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Weak DPI for age | No institutional match,Medium,0,,EQT IX (Co-Invest),EQT,2020.0,6.0,buyout,europe,0.111,1.51,0.0165,Acceptable IRR,Acceptable TVPI,Weak DPI for age,False,,,,eqt-ix-co-invest,private_equity,2,0.111,1.51,0.0165,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low but acceptable DPI | No institutional match,Medium,0,,EQT IX (No. 2) USD SCSP,EQT,2020.0,6.0,buyout,europe,0.1023,1.35,0.3016,Acceptable IRR,Acceptable TVPI,Low but acceptable DPI,False,,,,eqt-ix-no-2-usd-scsp,private_equity,4,0.0831,1.25919,0.1997,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Missing TVPI | Weak DPI for age | Institutional match found,High,0,,EQT IX Co-Investment,EQT,2020.0,6.0,buyout,europe,0.099,,0.0165,Acceptable IRR,Missing TVPI,Weak DPI for age,True,KKR 2006 Co‐Investment Fund,43.5,0.732,eqt-ix-co-investment,private_equity,2,0.099,,0.0165,,,2025-06-30,eqt-ix-co-investment,EQT IX Co-Investment,EQT,2020.0,buyout,europe,0.099,,0.0165,fund_000083,2007.0,19.0,2025-Q3,2.23,15.3,0.1299999999999999
Too Early,Missing IRR | Weak TVPI | Missing DPI | No institutional match,Medium,0,,EQT IX COINVEST,EQT,,0.0,buyout,europe,,1.16,,Missing IRR,Weak TVPI,Missing DPI,False,,,,eqt-ix-coinvest,private_equity,1,,1.16,,,,2024-06-30,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"EQT V (No. 2), LP",EQT,2006.0,20.0,buyout,europe,,1.38707,1.3871,Missing IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,eqt-v-no-2-lp,private_equity,1,,1.38707,1.3871,,,2024-03-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Acceptable TVPI | Weak DPI for age | Institutional match found,High,0,,EQT Ventures II,EQT,2019.0,7.0,venture_capital,europe,0.056,1.3,0.0244,Weak IRR,Acceptable TVPI,Weak DPI for age,True,Granite Ventures II,39.99999999999999,0.75,eqt-ventures-ii,private_equity,1,0.056,1.3,0.0244,,,2025-09-30,eqt-ventures-ii,EQT Ventures II,EQT,2019.0,venture_capital,europe,0.056,1.3,0.0244,fund_000061,2005.0,19.0,2025-Q3,2.77,10.6,0.0699999999999998
Watchlist,Good IRR | Acceptable TVPI | Missing DPI | Institutional match found,High,0,,EQT Ventures III,EQT,2022.0,4.0,venture_capital,europe,0.168,1.3,,Good IRR,Acceptable TVPI,Missing DPI,True,Focus Ventures III,18.0,0.733,eqt-ventures-iii,private_equity,1,0.168,1.3,,,,2025-09-30,eqt-ventures-iii,EQT Ventures III,EQT,2022.0,venture_capital,europe,0.168,1.3,,fund_000049,2006.0,19.0,2025-Q3,0.54,-10.0,0.0
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,EQT VI,EQT,2011.0,15.0,buyout,europe,0.136,1.74,1.7436,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,eqt-vi,private_equity,2,0.136,1.74,1.7436,,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,"EQT VI, L.P.",EQT,2011.0,15.0,buyout,europe,0.1362,1.74,1.7411,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,eqt-vi-l-p,private_equity,4,0.1362,1.74,1.7411,,,2023-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,EQT VII,EQT,2015.0,11.0,buyout,europe,0.205,1.96,1.4865,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,eqt-vii,private_equity,1,0.205,1.96,1.4865,,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"EQT VII, L.P.",EQT,2015.0,11.0,buyout,europe,0.205,1.94,1.4865,Good IRR,Good TVPI,Acceptable realized DPI,False,,,,eqt-vii-l-p,private_equity,4,0.203,1.86125,0.0,,,2025-03-31,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Excellent TVPI | Acceptable realized DPI | No institutional match | Red flags: TVPI outlier,Medium,1,TVPI outlier,"EQT VII, L.P. American Securities Partners VII, L.P.",,2015.0,11.0,buyout,europe,0.146,17.5,1.4737,Acceptable IRR,Excellent TVPI,Acceptable realized DPI,False,,,,fund-eqt-vii-l-p-american-securities-partners-vii-l-p,private_equity,1,0.146,17.5,1.4737,,,2024-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Good TVPI | Low realization | No institutional match,Medium,0,,EQT VIII,EQT,2018.0,8.0,buyout,europe,0.206,1.86,0.9775,Good IRR,Good TVPI,Low realization,False,,,,eqt-viii-l-p,private_equity,7,0.205,1.84,0.9769,,,2025-06-30,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,EQT VIII (Co-Invest),EQT,2018.0,8.0,buyout,europe,0.262,2.11,1.1212,Excellent IRR,Good TVPI,Acceptable realized DPI,False,,,,eqt-viii-co-invest,private_equity,1,0.262,2.11,1.1212,,,2025-06-30,,,,,,,,,,,,,,,,
Watchlist,Excellent IRR | Good TVPI | Low realization | Institutional match found,High,0,,EQT VIII Co-Investment,EQT,2018.0,8.0,buyout,europe,0.255,2.01,0.9701,Excellent IRR,Good TVPI,Low realization,True,AEP IV OPERS Co-Investments,-2.7,0.791,eqt-viii-co-investment,private_equity,3,0.253,1.83,0.9701,,,2025-03-31,eqt-viii-co-investment,EQT VIII Co-Investment,EQT,2018.0,buyout,europe,0.255,2.01,0.9701,fund_000201,2018.0,14.0,2025-Q3,1.39,6.2,-0.25
Too Early,Missing IRR | Acceptable TVPI | Missing DPI | No institutional match,Medium,0,,EQT VIII COINVEST,EQT,,0.0,buyout,europe,,1.34,,Missing IRR,Acceptable TVPI,Missing DPI,False,,,,eqt-viii-coinvest,private_equity,1,,1.34,,,,2024-06-30,,,,,,,,,,,,,,,,
Watchlist,Missing IRR | Excellent TVPI | Missing DPI | Institutional match found | Red flags: TVPI outlier,High,1,TVPI outlier,EQT VIII EQT VIII Co-Investment,,2018.0,8.0,buyout,europe,,14.1,,Missing IRR,Excellent TVPI,Missing DPI,True,AEP IV OPERS Co-Investments,-2.7,0.786,fund-eqt-viii-eqt-viii-co-investment,private_equity,1,,14.1,,,,2025-06-30,fund-eqt-viii-eqt-viii-co-investment,EQT VIII EQT VIII Co-Investment,,2018.0,buyout,europe,,14.1,,fund_000201,2018.0,14.0,2025-Q3,1.39,6.2,-0.25
Watchlist,Good IRR | Good TVPI | Low realization | No institutional match,Medium,0,,EQT VIII SCSP,EQT,2018.0,8.0,buyout,europe,0.2054,1.84,0.9775,Good IRR,Good TVPI,Low realization,False,,,,fund-eqt-viii-scsp,private_equity,1,0.2054,1.84,0.9775,,,2025-06-30,,,,,,,,,,,,,,,,
Good Candidate,Excellent IRR | Good TVPI | Acceptable realized DPI | No institutional match,Medium,0,,EQT VIII SCSP (Co-Invest),EQT,2018.0,8.0,buyout,europe,0.2596,2.1,1.1044,Excellent IRR,Good TVPI,Acceptable realized DPI,False,,,,eqt-viii-scsp-co-invest,private_equity,1,0.2596,2.1,1.1044,,,2025-06-30,,,,,,,,,,,,,,,,
Weak / Avoid,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,EQT X,EQT,2022.0,4.0,buyout,europe,,1.05,0.06,Missing IRR,Weak TVPI,Too early for DPI,False,,,,eqt-x,private_equity,6,,1.05,0.06,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Good IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,EQT X (Co-Invest),EQT,2022.0,4.0,buyout,europe,0.174,1.21,0.0082,Good IRR,Weak TVPI,Too early for DPI,False,,,,eqt-x-co-invest,private_equity,5,0.1739,1.21,0.0082,,,2025-06-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Weak TVPI | Too early for DPI | No institutional match,Medium,0,,Eqt X L.P. Usd,EQT,,0.0,buyout,europe,,1.08,0.05,Missing IRR,Weak TVPI,Too early for DPI,False,,,,fund-eqt-x-l-p-usd,private_equity,1,,1.08,0.05,,,2025-12-31,,,,,,,,,,,,,,,,
Needs More Data,Acceptable IRR | Acceptable TVPI | Low realization | No institutional match,Medium,0,,Equistone European Fund V,Equistone,2003.0,23.0,buyout,europe,0.1,1.53,0.6814,Acceptable IRR,Acceptable TVPI,Low realization,False,,,,equistone-european-fund-v,private_equity,1,0.1,1.53,0.6814,,,2021-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Good TVPI | Good early DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund A,Equistone,,0.0,buyout,europe,,2.22606,2.22606,Missing IRR,Good TVPI,Good early DPI,False,,,,equistone-partners-europe-fund-a,private_equity,1,,2.22606,2.22606,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund II A,Equistone,,0.0,buyout,europe,,1.52462,1.52462,Missing IRR,Acceptable TVPI,Good early DPI,False,,,,equistone-partners-europe-fund-ii-a,private_equity,1,,1.52462,1.52462,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Good TVPI | Good early DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund III F,Equistone,,0.0,buyout,europe,,1.70155,1.69617,Missing IRR,Good TVPI,Good early DPI,False,,,,equistone-partners-europe-fund-iii-f,private_equity,1,,1.70155,1.69617,,,2025-09-30,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Good TVPI | Good early DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund IV E,Equistone,,0.0,buyout,europe,,1.99421,1.9466,Missing IRR,Good TVPI,Good early DPI,False,,,,equistone-partners-europe-fund-iv-e,private_equity,1,,1.99421,1.9466,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Acceptable IRR | Good TVPI | Strong realized DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund IV F L.P.,Equistone,2012.0,14.0,buyout,europe,0.1483,1.75038,1.7071,Acceptable IRR,Good TVPI,Strong realized DPI,False,,,,equistone-partners-europe-fund-iv-f-l-p,private_equity,1,0.1483,1.75038,1.7071,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Equistone Partners Europe Fund V ""D"" L.P",Equistone,2015.0,11.0,buyout,europe,0.0662,1.39606,1.127,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,equistone-partners-europe-fund-v-d-l-p,private_equity,1,0.0662,1.39606,1.127,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Equistone Partners Europe Fund V E, L.P.",Equistone,2015.0,11.0,buyout,europe,0.064,1.38,1.12025,Weak IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,equistone-partners-europe-fund-v-e-l-p,private_equity,1,0.064,1.38,1.12025,,,2025-09-30,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund V LP,Equistone,2015.0,11.0,buyout,europe,,1.40778,1.13362,Missing IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,equistone-partners-europe-fund-v-lp,private_equity,3,,1.40778,1.13362,,,2025-09-30,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Equistone Partners Europe Fund VI ""E"" SCSp",Equistone,2018.0,8.0,buyout,europe,0.1644,1.58388,1.0559,Good IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,equistone-partners-europe-fund-vi-e-scsp,private_equity,2,0.1644,1.58388,1.0559,,,2025-06-30,,,,,,,,,,,,,,,,
Needs More Data,Missing IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Equistone Partners Europe Fund VI E, SCSp Private Equity",Equistone,2018.0,8.0,buyout,europe,,1.5,1.4946,Missing IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,equistone-partners-europe-fund-vi-e-scsp-private-e,private_equity,1,,1.5,1.4946,,,2025-03-31,,,,,,,,,,,,,,,,
Watchlist,Good IRR | Acceptable TVPI | Acceptable realized DPI | No institutional match,Medium,0,,Equistone Partners Europe Fund VI LP,Equistone,2018.0,8.0,buyout,europe,0.164,1.55,1.03391,Good IRR,Acceptable TVPI,Acceptable realized DPI,False,,,,equistone-partners-europe-fund-vi,private_equity,2,0.164,1.55,1.03391,,,2024-12-31,,,,,,,,,,,,,,,,
Too Early,Missing IRR | Acceptable TVPI | Good early DPI | No institutional match,Medium,0,,Equistone Partnes Europe Fund VI,Equistone,,0.0,buyout,europe,,1.58732,1.14537,Missing IRR,Acceptable TVPI,Good early DPI,False,,,,equistone-partnes-europe-fund-vi,private_equity,2,,1.58732,1.14537,,,2025-09-30,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Very weak realization | No institutional match | Red flags: Old vintage with weak DPI,Medium,1,Old vintage with weak DPI,ESOF III Pte. Ltd.,ESOF,2001.0,25.0,buyout,asia_pacific,0.074,1.04,0.0,Weak IRR,Weak TVPI,Very weak realization,False,,,,esof-iii-pte-ltd,private_equity,1,0.074,1.04,0.0,,,2021-12-31,,,,,,,,,,,,,,,,
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | No institutional match,Medium,0,,ESP Golden Bear Europe Fund,ESP Golden Bear Europe,2007.0,19.0,buyout,europe,0.031,1.11491,0.5923,Weak IRR,Weak TVPI,Low realization,False,,,,esp-golden-bear-europe-fund,private_equity,1,0.031,1.11491,0.5923,13548784.0,,2016-06-30,,,,,,,,,,,,,,,,
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | Institutional match found,High,0,,Essex Woodlands Health Ventures Fund IV,Essex Woodlands Health,1998.0,28.0,venture_capital,north_america,0.0711943,1.438,1.3069,Weak IRR,Acceptable TVPI,Acceptable realized DPI,True,Essex Woodlands Health Ventures Fund VI,30.200000000000003,0.97,essex-woodlands-health-ventures-fund-iv,private_equity,1,0.0711943,1.438,1.3069,33449503.0,,2024-12-31,essex-woodlands-health-ventures-fund-iv,Essex Woodlands Health Ventures Fund IV,Essex Woodlands Health,1998.0,venture_capital,north_america,0.0711943,1.438,1.3069,fund_000043,2006.0,19.0,2025-Q3,1.28,2.9,-0.1599999999999999
Needs More Data,Weak IRR | Weak TVPI | Acceptable realized DPI | Institutional match found,High,0,,"Essex Woodlands Health Ventures Fund V, L.P.",Essex Woodlands Health,2000.0,26.0,venture_capital,north_america,0.0293936,1.1506,1.0591,Weak IRR,Weak TVPI,Acceptable realized DPI,True,Essex Woodlands Health Ventures Fund VI,30.200000000000003,0.914,essex-woodlands-health-ventures-fund-v-l-p,private_equity,2,0.0293936,1.1506,1.0591,7253725.0,,2024-12-31,essex-woodlands-health-ventures-fund-v-l-p,"Essex Woodlands Health Ventures Fund V, L.P.",Essex Woodlands Health,2000.0,venture_capital,north_america,0.0293936,1.1506,1.0591,fund_000043,2006.0,19.0,2025-Q3,1.28,2.9,-0.1599999999999999
Needs More Data,Weak IRR | Weak TVPI | Acceptable realized DPI | Institutional match found,High,0,,Essex Woodlands Health Ventures Fund VI,Essex Woodlands Health,2004.0,22.0,venture_capital,north_america,0.029,1.28,1.28395,Weak IRR,Weak TVPI,Acceptable realized DPI,True,Essex Woodlands Health Ventures Fund VI,30.200000000000003,1.0,essex-woodlands-health-ventures-fund-vi-l-p,private_equity,3,0.029,1.28,1.28395,81913526.0,,2025-06-30,essex-woodlands-health-ventures-fund-vi-l-p,Essex Woodlands Health Ventures Fund VI,Essex Woodlands Health,2004.0,venture_capital,north_america,0.029,1.28,1.28395,fund_000043,2006.0,19.0,2025-Q3,1.28,2.9,-0.1599999999999999
Needs More Data,Weak IRR | Acceptable TVPI | Acceptable realized DPI | Institutional match found,High,0,,Essex Woodlands Health Ventures Fund VII,Essex Woodlands Health,2006.0,20.0,venture_capital,north_america,0.056,1.4,1.404,Weak IRR,Acceptable TVPI,Acceptable realized DPI,True,Essex Woodlands Health Ventures Fund VI,30.200000000000003,1.05,essex-woodlands-health-ventures-fund-vii,private_equity,1,0.056,1.4,1.404,8120360.0,,2025-06-30,essex-woodlands-health-ventures-fund-vii,Essex Woodlands Health Ventures Fund VII,Essex Woodlands Health,2006.0,venture_capital,north_america,0.056,1.4,1.404,fund_000043,2006.0,19.0,2025-Q3,1.28,2.9,-0.1599999999999999
Weak / Avoid,Weak IRR | Weak TVPI | Low realization | Institutional match found,High,0,,Essex Woodlands Health Ventures Fund VIII,Essex Woodlands Health,2008.0,18.0,venture_capital,north_america,-0.025,0.86,0.861829,Weak IRR,Weak TVPI,Low realization,True,Essex Woodlands Health Ventures Fund VI,30.200000000000003,0.97,essex-woodlands-health-ventures-fund-viii-l-p,private_equity,3,-0.025,0.86,0.861829,258217154.0,,2025-06-30,essex-woodlands-health-ventures-fund-viii-l-p,Essex Woodlands Health Ventures Fund VIII,Essex Woodlands Health,2008.0,venture_capital,north_america,-0.025,0.86,0.861829,fund_000043,2006.0,19.0,2025-Q3,1.28,2.9,-0.1599999999999999
Needs More Data,Weak IRR | Weak TVPI | Acceptable realized DPI | Institutional match found,High,0,,"Ethos Private Equity Fund V, L.P.",Ethos Private,2006.0,20.0,buyout,north_america,0.0203,1.1,1.1,Weak IRR,Weak TVPI,Acceptable realized DPI,True,HSBC Private Equity Fund II,30.0,0.766,ethos-private-equity-fund-v-l-p,private_equity,1,0.0203,1.1,1.1,,,2024-12-31,ethos-private-equity-fund-v-l-p,"Ethos Private Equity Fund V, L.P.",Ethos Private,2006.0,buyout,north_america,0.0203,1.1,1.1,fund_000072,1997.0,19.0,2025-Q3,1.33,8.2,-0.1999999999999999
Needs More Data,Missing IRR | Weak TVPI | Acceptable realized DPI | No institutional match,Medium,0,,"Ethos U.S. Dollar Fund V-B, LP",Ethos Private,2005.0,21.0,buyout,north_america,,1.08309,1.08233,Missing IRR,Weak TVPI,Acceptable realized DPI,False,,,,ethos-u-s-dollar-fund-v-b-lp,private_equity,2,,1.08309,1.08233,,,2025-03-31,,,,,,,,,,,,,,,,
